sentence,label
Evet gerçekten bu herkese çok iyi gelecek,1
Madem hiçbir işimiz yok ormana gidip biraz keşif yapalım ben burada kalacağım ben de belki biraz yatarım,1
Alacağın olsun ablaya eğlence zamanı,1
H hop bu hayatımın en güzel günü benim de yemek mi yesek,3
Bugün tatil günü o yüzden odun toplamakla hiç uğraşamam yiyeceğimi alır dönerim çok güzel,1
Allah ın yarattığı her canlı mükemmel,3
Ah görev dağılımı demişken akşam yemeği hazırlarken bana yardımcı olun seve seve seve seve biri şunları peşimden alsın annem kampa geldiğimizden beri,3
Allah ın hikmetlerini ne kadar güzel bir aile olduğumuzu,3
Sevimli,3
Dostlar,3
Eylen,1
Alkışla dans et,1
Eylen,1
Oyna s de hayat güzel haydi durma dans et,3
Eylen,1
Alkışla dans et,1
Eylen,1
Haydi şimdi ayaklar dans et,1
Eylen,1
Haydi şimdi ayaklar dans et eylen oyna sen de hayat güzel haydi durma dans eten haydı şimdi ayaklar,1
Müzik danset,1
Eylen hemen kollar havaya,1
Y dans et,1
Eylen hemen kollara baya olley dans et eylen oyna sen de hayat güzel haydi durma danset,1
Eylen hemen kollar havaya holley danset,1
Eylen,1
Haydi şimdi sen de gül ha ha dans et,1
Eylen,1
Haydi şimdi sen de gül dans et eylen oyna sen de,1
Hayat güzel,3
Haydi durmadan eğlen,1
Haydi şimdi sen de gül ha ha dans et,1
Eylen,1
Alkışla dans et,1
Eylen haydı şimdi,1
Alkışla dans et eylen oyna sen de hayat güzel haydi durma dans et,1
Eylen,1
Alkışla dans et,1
Eylen,1
Haydi şimdi ayaklar dans et,1
Eylen,1
Haydi şimdi ayaklar dans et,1
Eylen,1
Oyna sende hayat güzel haydi durma dansen haydi şimdi,1
Müzik ayaklar danset,1
Eylen hemen kollar havaya oy danset,1
Eylen hemen kollara bayy dans eyen oyna sen de hayat güzel haydi durma dans et,1
Eylen hemen kollar havaya,1
Y dans et,1
Eylen,1
Haydi şimdi sen de gül dans et,1
Eylen,1
Haydi şimdi sen de gül dans et,1
Eylen,1
Oyna sende hayat güzel haydi durma dans et,1
Eylen,1
Gül,1
Alkış,1
Müzik dans teyle haydı şimdi,1
Alkışla dans et eyle haydı şimdi,1
Alkışla dans teyle oyna sende hayat güzel haydi durma dans et eyle,1
Alkışlar dans et eyle,1
Haydi şimdi ayaklar dans etle,1
Haydi şimdi ayaklar dans et eylen oyna sen de hayat güzel haydi durma dans et,1
Eylen,1
Müzik ayaklar dans et,1
Eylen hemen kollara baya holley dans et,1
Eylen hemen kollara baya holley dans et,1
Eylen,1
Oyna sende hayat güzel,3
Haydi durmadan set,1
Eylen emem kollar danset,1
Eylen ayde Şimdi sen de gül danset eylen ayde Şimdi sen de gül dans et eylen oyna sen de hayat güzel haydi durma dans et,1
Eylen,1
Müzik gül,1
Haydi bizimle birlikte kalın çıtayı boya maviye sen de bizimle birlikte kalın çıtayı boya maviye,1
Haydi bizim birlikte kalın çıtayı boya maviye sen de bizimle birlikte kalın çıtayı boya maviye biraz şuradan,1
Biraz buradan güzelce boyayalım,3
İstanbul un bir yakasında oynar,1
Mutlu neşeli hem de heyecanlı yardımı da sever çevresine abi kardeş arkadaş,1
Bu harika ben o fuarı çok merak ediyordum çok ilginç bilimsel deneyler varmış,1
Tamam tamam ben bu durumu şimdi bilimsel bir yolla çözeceğim,2
Tebrikler,3
Nobel fizik ödülünü sen kazandın,2
Ne yapacağız çatıya çıkamayacağım göre hain dediği gibi bilimsel bir yöntem şart yani kedi miyiz kuş muyuz çatıya çıkacağız hemen yeni bir top getirin bakayım,2
Kağıt kağıdı dener mi,2
Uçan balonu ne yapacağız bu kadar işimiz varken balonla mı oynayacağız,1
Bu balonları oynamak için almadık bilim adına aldık ben halimden memnunum önce balonları tek tek kıyafetlerimize sürte sonra balon grubu bileti çekecek ve biz de balonları çekip bileti alacağız balon nasıl olacak da bileti çekecek fen dersinde gördüğümüz gibi sürtünce elektrikl,1
Hadi balonları üzerimize sürt,1
Evet balonlar hazır bırakıyorum,1
Hadi balonları vurun,1
Neyse canım biz de bu sayede bir sürü deney yapmış olduk bilim fuarını yanımıza,2
Enes kitabı buldum tarihi maceralar daha eğlenceli değil mi,2
Peki o kitabın konusu ne okey oynamak olamaz bu kitap,2
Arapça ya o bir,2
Türkçe kitap,2
Nasıl yani sadece harfleri değişik,2
Osmanlı alfabesi ile yazılmış yani o harfleri okuduğunuzda,2
Sizde çok güzel anlayabilirsiniz,3
Evet çocuklar ancak bazı kelimeler,2
Az kullanıldığı için sözlüye bakmamız gerekebilir ne mesela hangi kelime mesela bakalım,2
Mesela zaptiye bi şu anda polis dediğimiz güvenliğinden sorumlu kişilere,2
Ben de okumak istiyorum,2
Evet evet ben çok yiyeceğim birlikte biraz çalıştık mı ikinizde hızlı bir şekilde öğrenirsiniz ama şimdi isterseniz bu,2
Osmanlı zaptiye yani polisiye hikayesini size ben okuyayım ne dersiniz o zaman dinleyin bakalım,2
Sultanım kızım,3
Ayşe nin anne yadigarı çok sevdiği yüzü bugün kaybolmuş,3
Sultanım,3
Hoş geldiniz bayrak,3
Hoş geldiniz açma bu kumaşlara bakabilir miyiz entari diktireceğiz de kaşık lütfen tabii ki,3
Tamam teşekkür ederim bizi affetsin açık açık boşta,3
Teşekkür ederim,3
Yiğit dostum,3
Sağolun,3
Hoş geldiniz nasıl yardımcı olabiliriz bir tutam papatya çayı biraz da,3
Sultan ın kızı uğramış haberiniz var mı,3
Teşekkür ederim,3
Afiyet olsun,3
Hadi afiyet olsun gençler teşekkür ederiz hayırlı işler bu muşta,3
Seni tebrik ediyorum gerçekten işinize Çok iyisiniz ve söylediklerinin tam olarak doğru,3
Hikayeler de çok eğlenceli oluyormuş bu kadarını beklemiyordum bunun gibi daha bir sürü kitap var burada hepsini okumak istiyorum,1
Osmanlıca dersine başlayalım,2
Osmanlı zaptiye romanı okuduk,1
Osmanlıca,1
Okuyabiliyor musun bu sefer,1
Arif abi okuduğu,1
Osmanlıca okuyabiliyor mu bu öyle mi,1
Bize de öğret edecekmiş,1
a b c d e,2
O Kahkaha çok çok bu sefer elimde yapacaksınız sizin yakalayacağım ve adalete teslim edeceğim işte çabuk eğlence bitti neyden gelicek işte bütün olay yok olaydaki bugün işte bütün mevcu bu işte fotolardan kutuların yapalım,1
Hoş geldiniz gi gi yine çok heyecanlılar,1
Bu harika,1
Bu dünya çok değişmiştir bütün arabalar elektrikle çalışıyordu,2
Evet sevgili takım arkadaşının sonra aldığımız habere göre ediyorum ,1
Antepten Öncelikle zarar vermeden halletmeyi düşünüyorum ama gerekirse dünyayı kurtarmak için her yolu denedim,1
Hazırsanız yola çıkıyoruz,1
Neden durdun hem de en heyecanlı,1
Evet sevgili yardımcım,3
Ateş edip havaya uçuracağız ya da,6
Ateş edip yok gemisini havaya uçuracağız ya da onu ağlarından yakalayıp dünyaya götüreceğiz öğretmenim ördek,6
Bence bu sefer ateş ettiği bir kere gittik ördek haklı,6
Müzik yapabilirim ama doktor şimdi düğmesine basın ve hızlıca buraya gelip o en büyük işte böyle bitti yok heyecanlı galiba ağabey gerçekten,1
Harikaymış,1
Baba komik,1
Hazır mısın evine çok heyecanlıyım daha önce görmediğiniz yerler göreceğiz gideceğimiz yerler ile ilgili bir şeyler bulabildin mi,1
Peki ben hep yazı yerleri ile ilgili genel bilgiler bulabildim,2
Dünden beri evdeki kitapları araştırıyorum da istediğimiz gibi bir şey bulamadım o,2
Müzik,1
Peki sen daha önce hiç geziye gittin mi,1
Sarayına gitmiştik çok büyüktü içerisine çok güzeldi o,1
Peki sana nasıl bir yer bir sürü odası var bunun yanında piyanolar ve çok güzel kristal bir merdiveni var bahçesinde de çok güzel bir süs havuzu vardır Çok güzel olmadığınız ipi son ki görmüş gibi oldu peki senden önce hiç geziye gittin lerden,1
O zaman da çok eski zamanlarda o kadar büyük ve güzel bir camiyi nasıl yapmışlar çok merak etmiştim çocuklar,3
Anne baban arabayla bir yere gidiyor ve sizi de sen küçük hazinelerden planlama götürecek eğer isterseniz,1
Müzik,1
Ben de yeni gelen kitaplar için kitaplıklarda geri açmaya çalışıyordum ki kitaplar üstüme devirdiler,2
Ayrıca gerçekten çok tozu varmış yeni kitaplar mı geldi evet çocuklar,2
Yurtdışında yaşayan arkadaşlarım gönderdim ben onları okumaları için kitap yollarım onlar da yolladım kitapları yeni kitaplar ekleyerek bana geri yollarlar her seferinde birbirimizi şaşırtacak kitaplar gönderir tabi açık ara ben öndeyim,2
Gerçekten harika gelen yeni kitaplara bakabilir miyiz,2
Erdi işte koliler orada istediğiniz den başlayıp kitapları inceleyebilirsiniz gel de kitaplar için raflarda yer açmaya devam edip bakalım,2
Benim baktığım kutuda bilimsel kitaplar var çocuklar için resimli kitap oh oh çocuksa burada ne arıyorsun ne zamandır seni görememiştim ve seni çok özledik,2
Yoksa bunca zaman yurt dışında mıydın açıkçası süper ne kendime,1
Diğer taraftan git ama okuyordum ki oraya kalmışım ha başında kendime,2
Sana yazdığım bu seyahatnameyi okuyarak öğrenebilirsin ve o zaman hemen okumaya başlıyorum,2
Gerçekten harika kitaplar yollamış hepsine bayıldım ama bu sefer de ben onu şaşkına çevireceğim hemde kendi yazdığım bir kitapla,2
Evet yine bizi ne kadar iyi tanımış olduğunu anladım hep aradığım kitaplar,2
Bunlar awrupa gözümüzü yaparken bize güzel yol arkadaş olacaklar trene binmek için şimdiden,1
Sabırsızlanıyorum o zaman kitaplarda geldiğine göre artık hazırlığımızı başlayabiliriz ne dersin ha,1
Devletinden kalma bazı eserler olduğunu okumuştum onları görmeyen edersin,2
Ben kitap kurduyum nasıl,2
Türkiyeden geliyorum vardı yollara kitaplardan birinde uyuyakalmışım yolculukta uyumak mı aşından bu işte çilene,2
Avrupa turuna çıkıyoruz uçtu durursan şey,1
Müzik şimdi piyasa açmaya geçeceğiz,1
Devleti elçisi için eski belediye binasında konulmuş bilgiler var,2
Bey çok sevmiş ve gelişinden ötürü çok heyecanlanmış tır onu giyiminden de diğer kültürel özelliklerinden çok etkilendikleri için burada bir,3
Osmanlı kültürü oluşmaya başlamıştır,2
Ondan o kadar etkilenmiş ve onu o kadar çok sevmişler ki onun gibi giyme bu kuşlar başka bir dinden olmalarına rağmen bu yani,3
Buraya dikmeleri çok etkileyici,1
Bak ördük sen de beğendin mi Öğretim ördüm duruyor gerçekten çok güzelmiş sana bu gitti benim için çok bilgilendirici olsun,2
Orkun bulacağı bir kitap yazıyorum,2
Kalkandelen şehrine gideceğiz oradaki eserleri inceleyeceğiz bu işte burası altı,1
Biri 15 yüzyılda inşa edilmiş ve 1833 yılında restore çıkar etmek ne demek tutumlarını tamir etmek anlamına geliyor aynı ilk günkü gibi yapılıyor içerideki,2
Osman şiirleri ile,2
Mekkeyi gösteren motifler,2
Sizce de çok güzel değil mi mi bunları nasıl yapabilirler,3
Hala inanamıyorum gerçekten çok büyük ustaların yakındaki çok ucu küçülmüştür,3
Belki de hiç uyumamış lardır harika böyle bir şey yapmış olmaları,3
Gerçekten muhteşem var,3
Burada gördüğünüz camiler 15inci yüzyıldan kalma camiler dir,1
Türk kültür örneği gibidir bunu gibi burada birçok cami var hepsi harika işlemeler ve çinilerle süslenmiştir yurt dışında kendi kültürümüzden olan böyle yapılar görmek beni gerçekten mutlu ediyor başka insanların da biz bu şekilde tanıyor olması bence gurur verici hop uzun bir de ben de seninle aynı duyguları paylaşıyorum bugün geçirince gençlik biraz gidip uyusak mı acaba,1
Hayır ki daha gezilecek çok yer var,1
Hadi gelin siz de bisiklet alın ve şehir tur atmaya başlayın,1
Ne güzel,3
Merhaba ne güzel,3
Avrupa turu yaparak eski,1
Hadi harika bir yere geldim,3
Osmanlı eseri bulunmakta,2
Hadi birer bisiklet alım ve geziniz böyle devam edin bu ne dersin beni,1
Bence de harita bir fikir olsan,3
Müzik gerçekten çok verimli oldu olamaz sadece,1
Müzik Şimdi burada kayboldun ya bu sporu çamur vereyim,1
Evet çok komik,1
Müzik işte son durağımız olan,1
Türk müzesini gezmeye gidelim,1
Yaşasın baba ya o güne Şuna bak eski tür konuları gerçekten çok güzeller değil mi,3
Evet biz de bu mahalleleri gezmek için geldik zaten hem de yeni arkadaşlar edinebilirsiniz burada,1
Bu harika bir iki maçı başlayalım bu işte küçük İstanbul kruisberg,3
Almanca veya İngilizce bilmeden de ulaşabilirsin neredeyse herkes,2
Merhaba hanımefendi İyi günler teşekkür ederim her yeri gezdik ama,3
Burayı çok sevdim,3
Bence bu harika bir fikir ama şimdi dönmemiz gerek,3
Harika oldu,3
Böyle bir gezi planlamak ve çok iyi yaptın,1
Bir sürü yeni yer ve tarihi eser gördüren de dönerken yaptığımız tüm gezi bu kitaba yazdım bunu da,1
Arife yollayacağım kitapların arasına koyacağım okuyup vereceği tepkiyi çok merak ediyorum bu kitapta,2
Arif etkisi var satmış olacağım hadi kitapları kolye koyalım bu harika ne kadar çok yer gezmişsin kurt çok demek,2
Evet hepsini gördüm Çok güzellerdi bize gördüklerini biraz daha anlatır mısın,3
Bu da mi ziyaret edebilsem bir çalışma tarafımız sanırım ilginizi çekecek bir kitap buldunuz öyle,2
Bence muhteşemdi bir sürüyor,3
Gezmiş,1
Ozan seyahatnamesini yollarından bahsetmiştir demek okutunuz,1
Seyahatname mi,2
Erdem böyle geziler yapan insanlar gördüklerini bütün ayrıntılarıyla yazar ve bunu insanlara rehberlik etsin diye kitaplaştırılmış çoğaltırlar bunlara,1
Seyahatname denir hatta bizim en ünlü,2
Seyahatname mizde,2
Evliya Çelebinin,2
Seyahatnamesi dir,2
Belki bir gün okursanız,2
Evet okumayı gerçekten çok isteriz,2
Ben de uzun seyahatnamesini gerçekten çok merak ediyorum,2
Nereleri gezmiş,1
Seyahatname mizi yazabiliriz bilirsiniz,2
Bu gecelerinizi kitap haline getirip kendi seyahatnamelerin izi yazabilirsiniz artık okul gezisi ile ilgili bilgiler ne yapabileceğimizi biliyoruz Öyle değil mi hepsi,2
Evet öyle okul gezisinden sonra biz de kendi,1
Seyahatname mizi yazalım,2
Ne dersin bu harika bitkilerden köpekte uçurmak da çok iyi bir fikirmiş ben sonra o abone ol abone ol abone ol abone ol,1
Müzik,1
Herkes canavardan korkuyor çok korkunç,6
O da ne şehirde bir canavar mı ki herkes nasıl da kaçıyor canavar herkesin yiyeceğine alıyor onu da dondurmasını aldı,6
Ne kadar da güçlü dom dom çok artık zavallıcık ödü patladı ve haberler bitti dondum hala korkudan titriyor,6
Bunlar aç bu pencereyi olamaz kaçtılar dondum hala korkudan tir tir titriyordu benim o da kim acaba,6
Müzik of araba olamaz dondum ödü patlayacak,6
Müzik dur dur dur eşyalara zarar verme koca adam ne yapıyor bu galiba yiyecek bir şeyler alıyor canavar her yere bakıyor çok sinirlendi,6
Alpay onları gördü çok korkuyor canavarı gerçek sandık,6
Hayır hayır canavar gitti artık korku Çok komiksin nasıl da tutuyorsun,6
Yanlarında da yapma diyorum sana şimdi gelecek canavar çok korkuyorum anlasana daha yazık canavarı hala gerçek zannediyor kırılacaklar değilse olamaz canavar geldi koku nereden geldiğine bakıyor ,6
Eyvah canavar çok sinirlendi dikkat et,6
Müzik olamaz hayır bu dom dom çok korkuyor,6
Sevimli,3
Müzik bu işte oldu bu şimdi bizi gerçek canavardan kurtarın hemen hadi az ol erkek canavar geldi onu görünce nasıl da şaşırdı,6
Birlikler kostümün içinde titriyorlar da bizimkiler çok korkuyor ton kaslarını gösteriyor,6
Ne kadar güçlü ve kızgın olduklarını anlatmaya çalışıyorlar var ondan korkuyormuş gibi davranıyorlar,6
Albay Çok eğleniyorlar,1
Hadi sizde oyunumuza katılın hop hop hop bire kayboldu bunlar hayır ya,1
A bu çok büyük bir ejderha hayır hayır hayır,6
Hayır olamaz sürekli hapşırıyor dondurma aklıma bir şey geldi ona ilaç vereyim iyileştirecek al bakalım açan sana tekrar oturacak diye hareket çok korkuyor,6
Müzik tatlı ejderha ağzına çok sevindi güle güle dostum,3
Seni çok seviyorum bu işte yeni bir gün daha başlıyor,3
Nasıl yani bunlar bizim yemeklerimizi mi yiyor yoksa burada ne yapıyorsunuz defolun arabamdan yine yakalayacaklar onları be kancayı takmayı başardılar bu ev nereye geldiler böyle kocaman bir ev,6
R korktu,6
Hey korkmayın elifler nasıl değerlendir onlar da içeri giriyor şimdi o da ne bu gerçek bir hayalet mi,6
Albay dom dom ve küçük arkadaşları mutlulukla etrafı dolaşıyorlar,3
Burayı sevdiler ha ha kocaman,3
Afiyet olsun,3
Bunlar ne acaba ya dondum çok korkuyor,6
Sen ne yapsak ne yapsak bu alamaz miniklerin hain planları var bakalım albayım başına neler gelecek çok korkuyor arabayı nasıl kurtarabilir,6
Bu dikkat et dostum bu albayı pişiriyorlar müzikler lütfen ona zarar vermeyin,6
Bunlar sadece iskelet miş çok korktular av Çok gülme sırası dondum ve,6
Sevimli şey seni o havuz ve güneş keyfi yapıyorlar,3
Ama siz de bunu hak ettiniz,6
Aferin size çok of of,3
Dila annesiyle çok mutlu,3
Albay ve don don mağaraya sığınmışlar korkudan tilt istiyorlar korkudan birbirlerinin arkasına saklandılar,6
Bir kere mazlar çok kıskandılar ha çakmakları varmış yapmayın her yer yarayacak olamaz yangın çıktı bu çok korkunç,6
Aha Çok iyi fikir ha ha,3
Zoom tekerleği icat etti,2
Al bak şimdi cezasını verecek onun biraz sallabaş,6
Tuzak kuruyorlar bir dikkat edin ovabağ dondu minik arkadaşını kurtardı ama kendisini kurtaramadım arkadaşı buna çok üzüldüm bu yaramazlar cezalarını buldular sonunda,6
Ay çok sevindim bu işe al al al al,3
Olamaz dalga geçmek neymiş görürsünüz şimdi bu bu neler oluyor o koca köpek bu çok kötü oldun bana bunu yapmanın ne demek olduğunu size göstereceğim şimdi,6
Ama bunun altında kalamaz,6
Of hava çok sıcak,1
Müzik sos bitmiş,1
Müzik bıldım burada ne var,1
Defolun arabamdan,6
Müzik yine yakalayacaklar onları bu ve kancayı takmayı başardılar,1
Müzik,1
R korktu orko farklı karşı geçecek kulak ünol tamam mı,6
Hadi içeri girip bir bakalım neler oluyor oldukça ilginç bir yer burası bu işte ineklerde geldi ha hayalet gibi ol iyi gelir o o o o abone ol bu,6
Hey korkmayın elifler nasıl değerlendir onlar da içeri giriyor şimdi o da ne bu gerçek bir hayalet mi yoksa,6
Albay dom dom ve küçük arkadaşları mutluluk ve etrafı dolaşıyorlar,3
Burayı sevdiler ha ha kocaman,3
Müzik,1
Benimkiler yine plan yapıyor hayalet kılığına girdiler galiba onları korkutacak lar,6
Hadi iyi geceler,3
Odamda bir hayalet var çok korkunç sakin oldum doğum,6
Müzik onları korkututmalısınız artık bu işe bir son vermek gerek yok ya of bu ne ya baksana,6
Belki o da bizim gibi sahte bir hayalet tir,6
Müzik ama onlar da bir iki üç kişiler he he ve hepsinin korkudan ödü patladı müzikler siz miydiniz şu anda onun peşinden gitmeliyiz gerçek hayalet ol hocam Çok çabuk uyandı çabuk kaldı,6
Müzik,1
Hey kalıyor hayalet orada süper,6
Beni müzik elmaları görünce durdum galiba çok aç hayalet onu,6
Korkutulmadığını fark edince şaşırdık,6
Lütfen yem olur sakın yeme hop bu miydi bile hayalet bu durumdan hiç memnun değil,6
Acaba neden onların elma yemesini istemiyor hepsi birden elmaları yiyor ha ama gerçekten çok korkuyor o,6
Biz de korkuyoruz Şunlara bakın çok komikler bakın orada ne var kırmızı,6
Hayaletler Şaşkın,6
Ah bunları amcaları İşte bu gerçekten ürkütücü,6
Oh afiyet olsun,3
Bulmak gerek çok lezzetli anlaşılan gerçekten nefis neler oluyor burada of of bakın burada sıcak jakuzi var sevindiler,3
Müzik bu dom dom çok korkuyor,6
Oh olamaz miniklerin hain planları var bakalım albayım başına neler gelecek çok korkuyor arabayı nasıl kurtarabilir,6
Google yanlış tarifte yapıyorsun bu ateş bombası her şey karıştı dikkat et dostum albayı düşünüyorlar müzikler lütfen ona zarar vermeyeyim,6
Müzik teşekkürümüzü göstereceğim,3
Görürsünüz siz alın bakalım,6
Vay canına miniklere neler oluyor böyle albayın ödü patladı akşamların kaslarına,6
Bunlar sadece iskelet miş çok korktular of of Çok gülme sırası damdan ve,6
Cehennem e,4
Ve saçmayan nedenini ben de bilmiyorum çok hata yaptın dostum ve öldün,6
Nedenini ben de bilmiyorum dediğim gibi böyle bir şeyin olması üzücü bir şey Çünkü,4
Bir anda geçti bana bir vurdu,6
Yani iki kalbim kaldı İyi ki ölmedim yoksa bayağı bir sinirlenirim açıkçası şimdi,6
Games çektim ve hepsi de biliyorsunuz aynı şeyler oluyordu adam kesiyordum aynı şeyleri falan söylüyordum,6
Onu biz yine çekeriz diye düşünüyorum şimdi şurada adamlar var ve benim 35 tane okum var bunların hepsini çok rahat 35 okla kesebilirim fakat adamlar suyun derinliklerine iner lers hiçbirini,6
Kesemem,6
Oha hacke bak oh ye hacke bak be iyi izleyin gençler bak adam arkası dönük vuruyor bana,6
Neyse öldü hackerı kestik,6
Ama adam orada adama daldım adam arkası dönüp bana vurdu ya efsane,6
Onu da almak istiyorum ama boğulacağım nefesim yetmiyor,6
Armor az da olsa iyi oldu Şuradaki adamı da kesersek yani iyi durumdayız diyebilirim,6
O adam da çünkü İron pantolon ve İron botu var gidip hemen onu keseceğim fakat şöyle bir envanter düzenlemesi yapayım öncelikle e,6
Diamond umuz var güzel ya bakın iyi adamlar kestik ve durumumuz az da olsa düzeldi orada ikili,6
Yani direkt öldük yani Çünkü bu durumda böyle,6
Makro basar ve hepsi de şu an benim rahat bir şekilde öldürebilecek kapasite olduğunu ben düşünüyorum,6
He diyor bana ülü ekilerek en azından sevineceğim yani şerefsiz bunlarla besleniyor,4
Böylece 10lu takımla oynarlar gördüğünüz gibi böyle gle yerler alttan yazı yazıp dururlar Şu an ne yapacağım şu an öleceğim arkadaşlar,6
Bunları alma şansım vardı fakat adamların durumları acayip iyi ve gle,6
Evet adam suyun altına indi ve ok da atamıyorum,6
Hadi öldür beni makronu yerim be of of of of of of of of bitti,6
Allah kahretsin,4
Böyle bir şey olamaz ya şerefsizler gelişememe gibi iki tane gle yedi,4
Ya kusura bakmayın da yani sinirleniyorum,4
Biz burada tek başımıza oynuyoruz tek başımıza oyun kazanıyoruz adamlar 10 kişi oynuyor beni zar zor kesiyorlar şu adamın makrosunu  __  ya mouseunu da sikyim o,6
Makro basan senin ne yapmam lazım direkt buradan ben gideyim şu adamda felaket bir şekilde makro var o zaten belli hep kritik falan vuruyor böyle,6
Gerçi kritik vurmayla makronun da pek bir alakası yok da,6
Makro olduğu çok belli işte yani evet oluyor abi olmasa şu köpek ölmüştü ya tane dedi sinir oldum bug olduğu için de suyun altına indi orada oklarımız bitti her şey abi bitti İron niye almadım goldu aldım o da ayrı bir mesele de her şey şu an bitti yani bu adamları yaksam falan hiçbir şey olmaz çünkü su var direkt e suya atlarlar,6
Ben bu videoya koyacağım görün bunları ya,4
Böyle üçlü takımlı falan anlayın halim nasıl keseyim ben bunları şimdi af of karıda olsa belki yine bir imkanım olacak da suda şu an hiçbir şansım yok,6
Ben ye şerefsizler ya hack olsam şimdi ananızı al atmıştım be abi Şuna bak adam suyun altından geliyor şimdi çıkacak hiçbir şey demiyorum diyecek hiçbir şey bulamıyorum yani ülü takım,4
Evet yer de geldi gel gel sen de eksiktin ne yapacağız gençler şu an öleceğiz,6
Yapacak başka hiçbir şeyim yok öleceğim yani şu an,6
Bazen yani ölüyoruz böyle de üçlü takım artık çok yani şu adamın makrosunu bir kez daha görsek bakın çok güzel,6
Abi adam öyle bir vuruyor ki canınız çok hızlı bir şekilde gidiyor ya,6
Allah belanızı versin,4
CS sorununa da buradan yazıklar olsun diyorum çok senin de suçum var,4
Evet yine orada makroya bastı şerefsiz hepinizin beynini  __  ben takım olan yavşaklar,4
Ez diyor rek diyor  __  __  senin ya abi yavşaklar ya,4
Komiser onun evine girdi Ve az kalsın yakalanıyordu Sizden ricam lütfen ondan uzak durun Baba beni korkutma O bir canavar Tek yakaladığı herkese saldırıyor Fakir,6
Ardaların evinde Şimdi onları yalnız bırakmayalım Rüzgar hadi Koş Yağmur çok hızlı yağıyor Hemen hızlıca eve gidelim Hayır Sırılsıklam olduk Hasta olacağız Rüzgar hadi Hızlı ol Rüzgar arkamda mısın Ne Bu nedir böyle Olamaz Hayır Yardım edin Gulyabani Yardım edin Peşimde Kapat şurayı kapat Çabuk Elif,6
Gulyabani ne oluyor Korkuyorum Çok tehlikeli birisi İnsanları uzaktan izler ve onlara hiç beklemedikleri bir anda saldırır Arda bizi korkutmak için şaka yapmıyorsun değil mi Yok Neden öyle bir şey yapayım Sizi korkutmak için yapmıyorum Arda bence sen yorgunsun aşkım Yorgun olduğun için böyle şeyler görüyorsun Evet Bence de Bende,6
Elife katılıyorum Lütfen bana inanın Arda aşkım İnanalım da Bu kadar saçma şeyler söylüyorsun Biz bunlara nasıl inanalım Saçma değil Söylediklerimin neyi saçma Sakallı bir adam diyorum Bana saldırmaya çalışıyordu diyorum Şehrin her yerinde beni takip ediyor Bana inanın Lütfen Arda sen gece olunca böyle deliriyorsun Bundan sonra geceleri sizin eve gelmeyeceğim Neyse Muhabbeti değiştirelim Rüzgar sen neredeydin Nereye kayboldun Asıl,6
Rüzgar Neyse hadi Biz artık uyumaya gidelim Bu gördüklerim hayal mi Bilmiyorum Güzel bir uyku çeksem kendime gelirim belki Arda neyse Hadi iyi geceler İyi geceler aşkım O gördüğüm şeyler aklımdan çıkmıyor İyi geceler baba Sana da oğlum Sana da iyi geceler Ben şimdi nasıl uyuyacağım Korkuyorum Bu yaşadıklarımdan sonra beni uyku tutmaz Gözlerimi kapattığımda o korkunç yaratık birden yanıma gelirse Ve hemen şöyle tavanda belirirse Sonra üstüme atlayıp beni parçalarsa Hayır Böyle şeyler düşünmemem lazım Uyumam lazım Yarın sabah çok güzel bir gün olacak Çok güzel bir güne uyanacağız Horlama sesi Arda Ne Bana kim seslendi Orada kim var Hey Birinin bana seslendiğini duydum Eminim Hayır kimse yok Herhalde yanlış duydum Neyse Artık yatayım Arda Ne Yine duydum Kesin biri var Kesin Rüzgar Ne Orada kim var Biri mi seslendi Bana kim seslendi Neyse Kimse yok Herhalde yanlış duydum Çocuk sesi Ne Çocuklar Durun Nereye gidiyorsunuz Geri gelin Durun Nereye gidiyorsunuz Arda Bana kim sesleniyor Orada kim var Arda buradayım dostum Hadi benimle gel Arda takip et beni Çabuk Rüzgar dur Nereye gidiyorsun Rüzgar dur diyorum sana Arda hadi gel Beni takip et Rüzgar dur Nereye gidiyoruz Bir şey söyle Çocuklar durun Bu saatte dışarıda ne işiniz var Nereye gidiyorsunuz Durun kaçmayın Çocuklar buraya gelin Ne Rüzgar nereye gittin Rüzgar neredesin Ses ver Rüzgar nereye kayboldun Nereye Rüzgar Hayır Devam edecek En son video,6
Oğlum ben böyle şeyler aklıma nereden geliyor ya,4
Elimde bir şemsiye var şemsiye özür dilerim şemsiye dedim diye beni linçlediler,4
Nispet yapayım bugün hava ne kadar da yağmurlu kızmıyor ya eskiden bu adam daha sinirliydi sanki komşuyu oyalamaya başlayalım aptal ruh hastası komşuyu komşu öyle elektrikler kesildi gitti,4
Yelken ne oğlum bu strander de bir ayarlarımı bozdu ha,4
Ananın  __  ay,4
Ulan bırak beni  __  çocuğu bırak senin evindiler artık oraya ben sahiplendim gelsene buraya karıcığım gel o,4
Sen oyuncak  __  koyun senin evinin hepsini dağıtayım da sen kiminle uğraştın farkında bile değilsin koçum gelme,4
Komşu senin bütün camlarını indireceğim,6
Bunu niye bütün camları inmiş yoksa yanıyor mu bu evde,6
Evet kıramıyoruz,6
Kim bilir bu çöp kutusunda kaç tane prezervatif vardır,5
